"ensembl.id" "symbol" "type"
"3270" "ENSG00000143412" "ANXA9" "protein_coding"
"3271" "ENSG00000143409" "MINDY1" "protein_coding"
"3272" "ENSG00000143363" "PRUNE1" "protein_coding"
"3273" "ENSG00000200759" "RNU6-884P" "snRNA"
"3274" "ENSG00000163141" "BNIPL" "protein_coding"
"3275" "ENSG00000143443" "C1orf56" "protein_coding"
"3276" "ENSG00000197622" "CDC42SE1" "protein_coding"
"3277" "ENSG00000213190" "MLLT11" "protein_coding"
"3278" "ENSG00000143458" "GABPB2" "protein_coding"
"3281" "ENSG00000143434" "SEMA6C" "protein_coding"
"3283" "ENSG00000163154" "TNFAIP8L2" "protein_coding"
"3284" "ENSG00000163156" "SCNM1" "protein_coding"
"3285" "ENSG00000163155" "LYSMD1" "protein_coding"
"3286" "ENSG00000163157" "TMOD4" "protein_coding"
"3287" "ENSG00000163159" "VPS72" "protein_coding"
"3288" "ENSG00000143398" "PIP5K1A" "protein_coding"
"3289" "ENSG00000159352" "PSMD4" "protein_coding"
"3291" "ENSG00000143373" "ZNF687" "protein_coding"
"3292" "ENSG00000143393" "PI4KB" "protein_coding"
"3294" "ENSG00000273481" "ENSG00000273481" "lncRNA"
"3295" "ENSG00000143390" "RFX5" "protein_coding"
"3296" "ENSG00000224645" "ENSG00000224645" "lncRNA"
"3297" "ENSG00000237976" "RFX5-AS1" "lncRNA"
"3298" "ENSG00000143416" "SELENBP1" "protein_coding"
"3299" "ENSG00000159377" "PSMB4" "protein_coding"
"3300" "ENSG00000143442" "POGZ" "protein_coding"
"3302" "ENSG00000143375" "CGN" "protein_coding"
"3304" "ENSG00000143367" "TUFT1" "protein_coding"
"3306" "ENSG00000207606" "MIR554" "miRNA"
"3308" "ENSG00000143376" "SNX27" "protein_coding"
"3310" "ENSG00000206635" "RNU6-1062P" "snRNA"
"3311" "ENSG00000159409" "CELF3" "protein_coding"
"3313" "ENSG00000178796" "RIIAD1" "protein_coding"
"3314" "ENSG00000206980" "RNU6-662P" "snRNA"
"3317" "ENSG00000143436" "MRPL9" "protein_coding"
"3318" "ENSG00000143450" "OAZ3" "protein_coding"
"3322" "ENSG00000182134" "TDRKH" "protein_coding"
"3324" "ENSG00000269489" "ENSG00000269489" "lncRNA"
"3325" "ENSG00000213171" "LINGO4" "protein_coding"
"3326" "ENSG00000143365" "RORC" "protein_coding"
"3327" "ENSG00000225556" "C2CD4D" "protein_coding"
"3330" "ENSG00000196407" "THEM5" "protein_coding"
"3331" "ENSG00000159445" "THEM4" "protein_coding"
"3335" "ENSG00000197747" "S100A10" "protein_coding"
"3338" "ENSG00000163191" "S100A11" "protein_coding"
"3341" "ENSG00000182898" "TCHHL1" "protein_coding"
"3342" "ENSG00000159450" "TCHH" "protein_coding"
"3343" "ENSG00000226716" "ENSG00000226716" "lncRNA"
"3344" "ENSG00000233792" "PUDPP2" "transcribed_processed_pseudogene"
"3345" "ENSG00000215853" "RPTN" "protein_coding"
"3346" "ENSG00000237975" "FLG-AS1" "lncRNA"
"3347" "ENSG00000236427" "LINC02962" "lncRNA"
"3348" "ENSG00000197915" "HRNR" "protein_coding"
"3349" "ENSG00000143631" "FLG" "protein_coding"
"3350" "ENSG00000143520" "FLG2" "protein_coding"
"3351" "ENSG00000183586" "HMGN3P1" "processed_pseudogene"
"3352" "ENSG00000143536" "CRNN" "protein_coding"
"3353" "ENSG00000186207" "LCE5A" "protein_coding"
"3354" "ENSG00000169509" "CRCT1" "protein_coding"
"3355" "ENSG00000185966" "LCE3E" "protein_coding"
"3356" "ENSG00000163202" "LCE3D" "protein_coding"
"3357" "ENSG00000244057" "LCE3C" "protein_coding"
"3358" "ENSG00000187238" "LCE3B" "protein_coding"
"3359" "ENSG00000185962" "LCE3A" "protein_coding"
"3362" "ENSG00000187223" "LCE2D" "protein_coding"
"3363" "ENSG00000187180" "LCE2C" "protein_coding"
"3364" "ENSG00000159455" "LCE2B" "protein_coding"
"3365" "ENSG00000187173" "LCE2A" "protein_coding"
"3366" "ENSG00000187170" "LCE4A" "protein_coding"
"3367" "ENSG00000198854" "C1orf68" "protein_coding"
"3370" "ENSG00000203786" "KPRP" "protein_coding"
"3371" "ENSG00000240386" "LCE1F" "protein_coding"
"3372" "ENSG00000186226" "LCE1E" "protein_coding"
"3373" "ENSG00000172155" "LCE1D" "protein_coding"
"3374" "ENSG00000197084" "LCE1C" "protein_coding"
"3375" "ENSG00000196734" "LCE1B" "protein_coding"
"3376" "ENSG00000186844" "LCE1A" "protein_coding"
"3377" "ENSG00000235942" "LCE6A" "protein_coding"
"3379" "ENSG00000163206" "SMCP" "protein_coding"
"3381" "ENSG00000163207" "IVL" "protein_coding"
"3384" "ENSG00000184148" "SPRR4" "protein_coding"
"3385" "ENSG00000169474" "SPRR1A" "protein_coding"
"3386" "ENSG00000163209" "SPRR3" "protein_coding"
"3389" "ENSG00000169469" "SPRR1B" "protein_coding"
"3390" "ENSG00000163216" "SPRR2D" "protein_coding"
"3391" "ENSG00000241794" "SPRR2A" "protein_coding"
"3392" "ENSG00000196805" "SPRR2B" "protein_coding"
"3393" "ENSG00000203785" "SPRR2E" "protein_coding"
"3394" "ENSG00000244094" "SPRR2F" "protein_coding"
"3396" "ENSG00000159516" "SPRR2G" "protein_coding"
"3397" "ENSG00000229699" "ENSG00000229699" "lncRNA"
"3398" "ENSG00000203784" "LELP1" "protein_coding"
"3399" "ENSG00000203783" "PRR9" "protein_coding"
"3401" "ENSG00000203782" "LORICRIN" "protein_coding"
"3402" "ENSG00000159527" "PGLYRP3" "protein_coding"
"3403" "ENSG00000163218" "PGLYRP4" "protein_coding"
"3404" "ENSG00000207321" "RNU6-160P" "snRNA"
"3405" "ENSG00000163220" "S100A9" "protein_coding"
"3406" "ENSG00000163221" "S100A12" "protein_coding"
"3407" "ENSG00000237008" "LAPTM4BP1" "processed_pseudogene"
"3408" "ENSG00000143546" "S100A8" "protein_coding"
"3410" "ENSG00000184330" "S100A7A" "protein_coding"
"3412" "ENSG00000197364" "S100A7L2" "unprocessed_pseudogene"
"3413" "ENSG00000143556" "S100A7" "protein_coding"
"3416" "ENSG00000197956" "S100A6" "protein_coding"
"3417" "ENSG00000196420" "S100A5" "protein_coding"
"3418" "ENSG00000196154" "S100A4" "protein_coding"
"3419" "ENSG00000188015" "S100A3" "protein_coding"
"3420" "ENSG00000196754" "S100A2" "protein_coding"
"3422" "ENSG00000188643" "S100A16" "protein_coding"
"3423" "ENSG00000189334" "S100A14" "protein_coding"
"3424" "ENSG00000189171" "S100A13" "protein_coding"
"3426" "ENSG00000160678" "S100A1" "protein_coding"
"3428" "ENSG00000160679" "CHTOP" "protein_coding"
"3429" "ENSG00000143553" "SNAPIN" "protein_coding"
"3430" "ENSG00000143621" "ILF2" "protein_coding"
"3431" "ENSG00000169418" "NPR1" "protein_coding"
"3433" "ENSG00000242565" "RN7SL372P" "misc_RNA"
"3436" "ENSG00000143624" "INTS3" "protein_coding"
"3437" "ENSG00000243613" "ENSG00000243613" "lncRNA"
"3438" "ENSG00000233222" "ENSG00000233222" "lncRNA"
"3439" "ENSG00000143554" "SLC27A3" "protein_coding"
"3441" "ENSG00000143614" "GATAD2B" "protein_coding"
"3447" "ENSG00000198837" "DENND4B" "protein_coding"
"3449" "ENSG00000160741" "CRTC2" "protein_coding"
"3450" "ENSG00000143570" "SLC39A1" "protein_coding"
"3455" "ENSG00000143578" "CREB3L4" "protein_coding"
"3456" "ENSG00000143543" "JTB" "protein_coding"
"3458" "ENSG00000272654" "JTB-DT" "lncRNA"
"3459" "ENSG00000143545" "RAB13" "protein_coding"
"3460" "ENSG00000177954" "RPS27" "protein_coding"
"3461" "ENSG00000143552" "NUP210L" "protein_coding"
"3463" "ENSG00000200220" "RNU6-179P" "snRNA"
"3464" "ENSG00000231837" "RPS7P2" "processed_pseudogene"
"3465" "ENSG00000263987" "MIR5698" "miRNA"
"3466" "ENSG00000143549" "TPM3" "protein_coding"
"3468" "ENSG00000215938" "MIR190B" "miRNA"
"3469" "ENSG00000163263" "CFAP141" "protein_coding"
"3470" "ENSG00000143612" "C1orf43" "protein_coding"
"3471" "ENSG00000143569" "UBAP2L" "protein_coding"
"3473" "ENSG00000143575" "HAX1" "protein_coding"
"3475" "ENSG00000212292" "RNU6-239P" "snRNA"
"3476" "ENSG00000222457" "RNU6-121P" "snRNA"
"3478" "ENSG00000143595" "AQP10" "protein_coding"
"3479" "ENSG00000143515" "ATP8B2" "protein_coding"
"3480" "ENSG00000238365" "RNU7-57P" "snRNA"
"3484" "ENSG00000160712" "IL6R" "protein_coding"
"3486" "ENSG00000169291" "SHE" "protein_coding"
"3488" "ENSG00000163239" "TDRD10" "protein_coding"
"3489" "ENSG00000160714" "UBE2Q1" "protein_coding"
"3492" "ENSG00000160716" "CHRNB2" "protein_coding"
"3493" "ENSG00000233875" "ENSG00000233875" "lncRNA"
"3494" "ENSG00000160710" "ADAR" "protein_coding"
"3496" "ENSG00000143603" "KCNN3" "protein_coding"
"3497" "ENSG00000163344" "PMVK" "protein_coding"
"3498" "ENSG00000270361" "ENSG00000270361" "lncRNA"
"3499" "ENSG00000163346" "PBXIP1" "protein_coding"
"3501" "ENSG00000163348" "PYGO2" "protein_coding"
"3503" "ENSG00000160691" "SHC1" "protein_coding"
"3504" "ENSG00000173207" "CKS1B" "protein_coding"
"3505" "ENSG00000264349" "MIR4258" "miRNA"
"3506" "ENSG00000160688" "FLAD1" "protein_coding"
"3507" "ENSG00000163352" "LENEP" "protein_coding"
"3509" "ENSG00000160685" "ZBTB7B" "protein_coding"
"3510" "ENSG00000163354" "DCST2" "protein_coding"
"3511" "ENSG00000163357" "DCST1" "protein_coding"
"3513" "ENSG00000143537" "ADAM15" "protein_coding"
"3514" "ENSG00000243364" "EFNA4" "protein_coding"
"3516" "ENSG00000143590" "EFNA3" "protein_coding"
"3518" "ENSG00000169242" "EFNA1" "protein_coding"
"3519" "ENSG00000169241" "SLC50A1" "protein_coding"
"3520" "ENSG00000179085" "DPM3" "protein_coding"
"3521" "ENSG00000223452" "HMGN2P18" "processed_pseudogene"
"3522" "ENSG00000163463" "KRTCAP2" "protein_coding"
"3524" "ENSG00000163462" "TRIM46" "protein_coding"
"3525" "ENSG00000185499" "MUC1" "protein_coding"
"3528" "ENSG00000169231" "THBS3" "protein_coding"
"3529" "ENSG00000173171" "MTX1" "protein_coding"
"3532" "ENSG00000160766" "GBAP1" "transcribed_unprocessed_pseudogene"
"3534" "ENSG00000177628" "GBA" "protein_coding"
"3535" "ENSG00000160767" "FAM189B" "protein_coding"
"3536" "ENSG00000116521" "SCAMP3" "protein_coding"
"3537" "ENSG00000176444" "CLK2" "protein_coding"
"3538" "ENSG00000143630" "HCN3" "protein_coding"
"3539" "ENSG00000143627" "PKLR" "protein_coding"
"3540" "ENSG00000160752" "FDPS" "protein_coding"
"3542" "ENSG00000160753" "RUSC1" "protein_coding"
"3543" "ENSG00000116539" "ASH1L" "protein_coding"
"3545" "ENSG00000207134" "RNU6-106P" "snRNA"
"3547" "ENSG00000207144" "RNU6-1297P" "snRNA"
"3548" "ENSG00000237872" "POU5F1P4" "processed_pseudogene"
"3549" "ENSG00000235919" "ASH1L-AS1" "lncRNA"
"3550" "ENSG00000125459" "MSTO1" "protein_coding"
"3553" "ENSG00000223503" "ENSG00000223503" "processed_pseudogene"
"3557" "ENSG00000163374" "YY1AP1" "protein_coding"
"3558" "ENSG00000132676" "DAP3" "protein_coding"
"3561" "ENSG00000116580" "GON4L" "protein_coding"
"3563" "ENSG00000132718" "SYT11" "protein_coding"
"3565" "ENSG00000143622" "RIT1" "protein_coding"
"3566" "ENSG00000132680" "KHDC4" "protein_coding"
"3567" "ENSG00000207475" "SNORA80E" "snoRNA"
"3570" "ENSG00000173080" "RXFP4" "protein_coding"
"3571" "ENSG00000116584" "ARHGEF2" "protein_coding"
"3576" "ENSG00000163479" "SSR2" "protein_coding"
"3577" "ENSG00000160803" "UBQLN4" "protein_coding"
"3578" "ENSG00000116586" "LAMTOR2" "protein_coding"
"3579" "ENSG00000132698" "RAB25" "protein_coding"
"3580" "ENSG00000254726" "MEX3A" "protein_coding"
"3581" "ENSG00000160789" "LMNA" "protein_coding"
"3582" "ENSG00000196189" "SEMA4A" "protein_coding"
"3584" "ENSG00000160785" "SLC25A44" "protein_coding"
"3586" "ENSG00000160783" "PMF1" "protein_coding"
"3587" "ENSG00000242252" "BGLAP" "protein_coding"
"3588" "ENSG00000160781" "PAQR6" "protein_coding"
"3589" "ENSG00000198952" "SMG5" "protein_coding"
"3590" "ENSG00000163472" "TMEM79" "protein_coding"
"3591" "ENSG00000198715" "GLMP" "protein_coding"
"3592" "ENSG00000189030" "VHLL" "protein_coding"
"3593" "ENSG00000163468" "CCT3" "protein_coding"
"3594" "ENSG00000163467" "TSACC" "protein_coding"
"3595" "ENSG00000132677" "RHBG" "protein_coding"
"3596" "ENSG00000237390" "ENSG00000237390" "lncRNA"
"3597" "ENSG00000125462" "MIR9-1HG" "lncRNA"
"3598" "ENSG00000207933" "MIR9-1" "miRNA"
"3599" "ENSG00000116604" "MEF2D" "protein_coding"
"3603" "ENSG00000260460" "ENSG00000260460" "lncRNA"
"3604" "ENSG00000183856" "IQGAP3" "protein_coding"
"3605" "ENSG00000187862" "TTC24" "protein_coding"
"3606" "ENSG00000163382" "NAXE" "protein_coding"
"3607" "ENSG00000160818" "GPATCH4" "protein_coding"
"3608" "ENSG00000272971" "ENSG00000272971" "lncRNA"
"3609" "ENSG00000132702" "HAPLN2" "protein_coding"
"3610" "ENSG00000272068" "BCAN-AS1" "lncRNA"
"3611" "ENSG00000132692" "BCAN" "protein_coding"
"3614" "ENSG00000132688" "NES" "protein_coding"
"3615" "ENSG00000237588" "ENSG00000237588" "lncRNA"
"3617" "ENSG00000143320" "CRABP2" "protein_coding"
"3619" "ENSG00000143319" "ISG20L2" "protein_coding"
"3620" "ENSG00000143303" "METTL25B" "protein_coding"
"3621" "ENSG00000143314" "MRPL24" "protein_coding"
"3622" "ENSG00000143321" "HDGF" "protein_coding"
"3623" "ENSG00000143294" "PRCC" "protein_coding"
"3625" "ENSG00000027869" "SH2D2A" "protein_coding"
"3626" "ENSG00000198400" "NTRK1" "protein_coding"
"3627" "ENSG00000027644" "INSRR" "protein_coding"
"3628" "ENSG00000187800" "PEAR1" "protein_coding"
"3629" "ENSG00000160838" "LRRC71" "protein_coding"
"3630" "ENSG00000132694" "ARHGEF11" "protein_coding"
"3631" "ENSG00000211581" "MIR765" "miRNA"
"3635" "ENSG00000253831" "ETV3L" "protein_coding"
"3636" "ENSG00000117036" "ETV3" "protein_coding"
"3641" "ENSG00000228239" "ENSG00000228239" "lncRNA"
"3642" "ENSG00000271736" "LINC02772" "lncRNA"
"3646" "ENSG00000143297" "FCRL5" "protein_coding"
"3647" "ENSG00000163518" "FCRL4" "protein_coding"
"3650" "ENSG00000160856" "FCRL3" "protein_coding"
"3651" "ENSG00000227217" "ENSG00000227217" "lncRNA"
"3654" "ENSG00000132704" "FCRL2" "protein_coding"
"3655" "ENSG00000163534" "FCRL1" "protein_coding"
"3656" "ENSG00000073754" "CD5L" "protein_coding"
"3657" "ENSG00000227425" "MRPS21P2" "processed_pseudogene"
"3660" "ENSG00000183853" "KIRREL1" "protein_coding"
"3661" "ENSG00000226520" "KIRREL1-IT1" "lncRNA"
"3663" "ENSG00000231666" "LINC01704" "lncRNA"
"3665" "ENSG00000158473" "CD1D" "protein_coding"
"3667" "ENSG00000176320" "ENSG00000176320" "lncRNA"
"3668" "ENSG00000158477" "CD1A" "protein_coding"
"3670" "ENSG00000158481" "CD1C" "protein_coding"
"3671" "ENSG00000158485" "CD1B" "protein_coding"
"3672" "ENSG00000158488" "CD1E" "protein_coding"
"3673" "ENSG00000186306" "OR10T2" "protein_coding"
"3674" "ENSG00000180708" "OR10K2" "protein_coding"
"3677" "ENSG00000173285" "OR10K1" "protein_coding"
"3678" "ENSG00000198965" "OR10R2" "protein_coding"
"3681" "ENSG00000227445" "OR10R1P" "unprocessed_pseudogene"
"3683" "ENSG00000197532" "OR6Y1" "protein_coding"
"3684" "ENSG00000186440" "OR6P1" "protein_coding"
"3686" "ENSG00000198967" "OR10Z1" "protein_coding"
"3687" "ENSG00000163554" "SPTA1" "protein_coding"
"3689" "ENSG00000196171" "OR6K2" "protein_coding"
"3690" "ENSG00000203757" "OR6K3" "protein_coding"
"3693" "ENSG00000197403" "OR6N1" "protein_coding"
"3694" "ENSG00000180433" "OR6K6" "protein_coding"
"3695" "ENSG00000188340" "OR6N2" "protein_coding"
"3696" "ENSG00000229724" "OR2AQ1P" "unprocessed_pseudogene"
"3698" "ENSG00000163563" "MNDA" "protein_coding"
"3700" "ENSG00000163564" "PYHIN1" "protein_coding"
"3701" "ENSG00000163565" "IFI16" "protein_coding"
"3703" "ENSG00000163568" "AIM2" "protein_coding"
"3705" "ENSG00000162706" "CADM3" "protein_coding"
"3706" "ENSG00000222552" "RNA5SP60" "rRNA_pseudogene"
"3708" "ENSG00000213088" "ACKR1" "protein_coding"
"3711" "ENSG00000179639" "FCER1A" "protein_coding"
"3713" "ENSG00000228560" "ENSG00000228560" "lncRNA"
"3714" "ENSG00000248442" "OR10J7P" "unitary_pseudogene"
"3715" "ENSG00000251686" "OR10J8P" "unprocessed_pseudogene"
"3718" "ENSG00000196184" "OR10J1" "protein_coding"
"3719" "ENSG00000224943" "LINC02819" "lncRNA"
"3721" "ENSG00000184155" "OR10J5" "protein_coding"
"3724" "ENSG00000132703" "APCS" "protein_coding"
"3727" "ENSG00000223603" "CRPP1" "unprocessed_pseudogene"
"3728" "ENSG00000132693" "CRP" "protein_coding"
"3731" "ENSG00000158716" "DUSP23" "protein_coding"
"3732" "ENSG00000181036" "FCRL6" "protein_coding"
"3733" "ENSG00000158714" "SLAMF8" "protein_coding"
"3735" "ENSG00000188004" "SNHG28" "lncRNA"
"3737" "ENSG00000243284" "VSIG8" "protein_coding"
"3739" "ENSG00000213085" "CFAP45" "protein_coding"
"3741" "ENSG00000266458" "MIR4259" "miRNA"
"3744" "ENSG00000158710" "TAGLN2" "protein_coding"
"3745" "ENSG00000085552" "IGSF9" "protein_coding"
"3746" "ENSG00000162723" "SLAMF9" "protein_coding"
"3747" "ENSG00000224259" "LINC01133" "lncRNA"
"3749" "ENSG00000177807" "KCNJ10" "protein_coding"
"3751" "ENSG00000143315" "PIGM" "protein_coding"
"3753" "ENSG00000162728" "KCNJ9" "protein_coding"
"3754" "ENSG00000162729" "IGSF8" "protein_coding"
"3755" "ENSG00000018625" "ATP1A2" "protein_coding"
"3756" "ENSG00000132681" "ATP1A4" "protein_coding"
"3757" "ENSG00000143318" "CASQ1" "protein_coding"
"3759" "ENSG00000162734" "PEA15" "protein_coding"
"3760" "ENSG00000132716" "DCAF8" "protein_coding"
"3764" "ENSG00000162735" "PEX19" "protein_coding"
"3765" "ENSG00000122218" "COPA" "protein_coding"
"3768" "ENSG00000162736" "NCSTN" "protein_coding"
"3769" "ENSG00000171786" "NHLH1" "protein_coding"
"3770" "ENSG00000201608" "RNU4-42P" "snRNA"
"3771" "ENSG00000162738" "VANGL2" "protein_coding"
"3772" "ENSG00000162739" "SLAMF6" "protein_coding"
"3774" "ENSG00000066294" "CD84" "protein_coding"
"3775" "ENSG00000117090" "SLAMF1" "protein_coding"
"3777" "ENSG00000228863" "ENSG00000228863" "lncRNA"
"3778" "ENSG00000117091" "CD48" "protein_coding"
"3779" "ENSG00000026751" "SLAMF7" "protein_coding"
"3782" "ENSG00000122224" "LY9" "protein_coding"
"3783" "ENSG00000122223" "CD244" "protein_coding"
"3785" "ENSG00000179914" "ITLN1" "protein_coding"
"3787" "ENSG00000232188" "ENSG00000232188" "lncRNA"
"3789" "ENSG00000233691" "ENSG00000233691" "processed_pseudogene"
"3790" "ENSG00000158764" "ITLN2" "protein_coding"
"3791" "ENSG00000158769" "F11R" "protein_coding"
"3794" "ENSG00000215845" "TSTD1" "protein_coding"
"3795" "ENSG00000158773" "USF1" "protein_coding"
"3797" "ENSG00000186517" "ARHGAP30" "protein_coding"
"3798" "ENSG00000143217" "NECTIN4" "protein_coding"
"3800" "ENSG00000162755" "KLHDC9" "protein_coding"
"3801" "ENSG00000143256" "PFDN2" "protein_coding"
"3802" "ENSG00000158793" "NIT1" "protein_coding"
"3803" "ENSG00000158796" "DEDD" "protein_coding"
"3805" "ENSG00000143222" "UFC1" "protein_coding"
"3807" "ENSG00000143258" "USP21" "protein_coding"
"3809" "ENSG00000143224" "PPOX" "protein_coding"
"3810" "ENSG00000158850" "B4GALT3" "protein_coding"
"3811" "ENSG00000158859" "ADAMTS4" "protein_coding"
"3812" "ENSG00000158864" "NDUFS2" "protein_coding"
"3813" "ENSG00000158869" "FCER1G" "protein_coding"
"3814" "ENSG00000158874" "APOA2" "protein_coding"
"3815" "ENSG00000158882" "TOMM40L" "protein_coding"
"3817" "ENSG00000143257" "NR1I3" "protein_coding"
"3818" "ENSG00000248485" "PCP4L1" "protein_coding"
"3819" "ENSG00000158887" "MPZ" "protein_coding"
"3820" "ENSG00000143252" "SDHC" "protein_coding"
"3822" "ENSG00000188931" "CFAP126" "protein_coding"
"3824" "ENSG00000236484" "RRM2P2" "processed_pseudogene"
"3828" "ENSG00000206921" "RNU6-481P" "snRNA"
"3833" "ENSG00000143226" "FCGR2A" "protein_coding"
"3836" "ENSG00000173110" "HSPA6" "protein_coding"
"3838" "ENSG00000203747" "FCGR3A" "protein_coding"
"3842" "ENSG00000225217" "HSPA7" "unprocessed_pseudogene"
"3844" "ENSG00000162747" "FCGR3B" "protein_coding"
"3845" "ENSG00000072694" "FCGR2B" "protein_coding"
"3849" "ENSG00000132185" "FCRLA" "protein_coding"
"3850" "ENSG00000162746" "FCRLB" "protein_coding"
"3853" "ENSG00000081721" "DUSP12" "protein_coding"
"3854" "ENSG00000118217" "ATF6" "protein_coding"
"3856" "ENSG00000162745" "OLFML2B" "protein_coding"
"3857" "ENSG00000227818" "ENSG00000227818" "lncRNA"
"3858" "ENSG00000198929" "NOS1AP" "protein_coding"
"3860" "ENSG00000266144" "MIR4654" "miRNA"
"3863" "ENSG00000207729" "MIR556" "miRNA"
"3865" "ENSG00000171722" "SPATA46" "protein_coding"
"3866" "ENSG00000239887" "C1orf226" "protein_coding"
"3867" "ENSG00000198574" "SH2D1B" "protein_coding"
"3870" "ENSG00000152332" "UHMK1" "protein_coding"
"3873" "ENSG00000117143" "UAP1" "protein_coding"
"3875" "ENSG00000162733" "DDR2" "protein_coding"
"3877" "ENSG00000132196" "HSD17B7" "protein_coding"
"3878" "ENSG00000185860" "CCDC190" "protein_coding"
"3881" "ENSG00000117152" "RGS4" "protein_coding"
"3882" "ENSG00000143248" "RGS5" "protein_coding"
"3886" "ENSG00000237756" "ENSG00000237756" "lncRNA"
"3887" "ENSG00000143228" "NUF2" "protein_coding"
"3894" "ENSG00000199849" "RNU5F-6P" "snRNA"
"3896" "ENSG00000185630" "PBX1" "protein_coding"
"3897" "ENSG00000207082" "RNU6-171P" "snRNA"
"3905" "ENSG00000201270" "RNU6-755P" "snRNA"
"3906" "ENSG00000162761" "LMX1A" "protein_coding"
"3909" "ENSG00000143171" "RXRG" "protein_coding"
"3912" "ENSG00000162763" "LRRC52" "protein_coding"
"3914" "ENSG00000236206" "ENSG00000236206" "lncRNA"
"3915" "ENSG00000143198" "MGST3" "protein_coding"
"3916" "ENSG00000143149" "ALDH9A1" "protein_coding"
"3921" "ENSG00000273365" "ENSG00000273365" "lncRNA"
"3922" "ENSG00000143183" "TMCO1" "protein_coding"
"3923" "ENSG00000224358" "TMCO1-AS1" "lncRNA"
"3925" "ENSG00000143179" "UCK2" "protein_coding"
"3931" "ENSG00000188859" "FAM78B" "protein_coding"
"3934" "ENSG00000215952" "MIR921" "miRNA"
"3935" "ENSG00000229588" "ENSG00000229588" "lncRNA"
"3937" "ENSG00000225325" "ENSG00000225325" "lncRNA"
"3939" "ENSG00000234142" "LINC01675" "lncRNA"
"3947" "ENSG00000143157" "POGK" "protein_coding"
"3948" "ENSG00000152382" "TADA1" "protein_coding"
"3950" "ENSG00000143195" "ILDR2" "protein_coding"
"3951" "ENSG00000143194" "MAEL" "protein_coding"
"3954" "ENSG00000143167" "GPA33" "protein_coding"
"3955" "ENSG00000198842" "STYXL2" "protein_coding"
"3958" "ENSG00000272205" "POU2F1-DT" "lncRNA"
"3959" "ENSG00000143190" "POU2F1" "protein_coding"
"3961" "ENSG00000198821" "CD247" "protein_coding"
"3964" "ENSG00000273160" "ENSG00000273160" "lncRNA"
"3966" "ENSG00000143162" "CREG1" "protein_coding"
"3968" "ENSG00000241666" "ENSG00000241666" "lncRNA"
"3969" "ENSG00000198771" "RCSD1" "protein_coding"
"3970" "ENSG00000197965" "MPZL1" "protein_coding"
"3971" "ENSG00000143199" "ADCY10" "protein_coding"
"3974" "ENSG00000143158" "MPC2" "protein_coding"
"3975" "ENSG00000143164" "DCAF6" "protein_coding"
"3976" "ENSG00000221545" "MIR1255B2" "miRNA"
"3978" "ENSG00000143147" "GPR161" "protein_coding"
"3979" "ENSG00000143155" "TIPRL" "protein_coding"
"3982" "ENSG00000213064" "SFT2D2" "protein_coding"
"3984" "ENSG00000206880" "RNU6-1310P" "snRNA"
"3985" "ENSG00000143178" "TBX19" "protein_coding"
"3987" "ENSG00000207974" "MIR557" "miRNA"
"3988" "ENSG00000228697" "ENSG00000228697" "lncRNA"
"3991" "ENSG00000143185" "XCL2" "protein_coding"
"3993" "ENSG00000143184" "XCL1" "protein_coding"
"3994" "ENSG00000229757" "RPL7AP21" "processed_pseudogene"
"3995" "ENSG00000143196" "DPT" "protein_coding"
"3997" "ENSG00000235736" "ENSG00000235736" "lncRNA"
"3998" "ENSG00000225826" "LINC00626" "lncRNA"
"4001" "ENSG00000203601" "LINC00970" "lncRNA"
"4002" "ENSG00000213063" "RPL29P7" "processed_pseudogene"
"4006" "ENSG00000143153" "ATP1B1" "protein_coding"
"4008" "ENSG00000143156" "NME7" "protein_coding"
"4010" "ENSG00000117475" "BLZF1" "protein_coding"
"4011" "ENSG00000117477" "CCDC181" "protein_coding"
"4012" "ENSG00000117479" "SLC19A2" "protein_coding"
"4014" "ENSG00000213062" "ENSG00000213062" "lncRNA"
"4015" "ENSG00000198734" "F5" "protein_coding"
"4016" "ENSG00000174175" "SELP" "protein_coding"
"4017" "ENSG00000000460" "C1orf112" "protein_coding"
"4018" "ENSG00000188404" "SELL" "protein_coding"
"4019" "ENSG00000007908" "SELE" "protein_coding"
"4020" "ENSG00000230704" "ENSG00000230704" "lncRNA"
"4021" "ENSG00000171806" "METTL18" "protein_coding"
"4022" "ENSG00000000457" "SCYL3" "protein_coding"
"4025" "ENSG00000075945" "KIFAP3" "protein_coding"
"4027" "ENSG00000235378" "MRPS10P1" "processed_pseudogene"
"4030" "ENSG00000203740" "NTMT2" "protein_coding"
"4032" "ENSG00000263390" "MIR3119-2" "miRNA"
"4033" "ENSG00000233985" "LINC01681" "lncRNA"
"4035" "ENSG00000224286" "LINC01142" "lncRNA"
"4038" "ENSG00000120370" "GORAB" "protein_coding"
"4039" "ENSG00000225545" "ENSG00000225545" "lncRNA"
"4040" "ENSG00000235303" "ENSG00000235303" "lncRNA"
"4041" "ENSG00000116132" "PRRX1" "protein_coding"
"4042" "ENSG00000271811" "ENSG00000271811" "lncRNA"
"4044" "ENSG00000117501" "MROH9" "protein_coding"
"4046" "ENSG00000007933" "FMO3" "protein_coding"
"4047" "ENSG00000221390" "MIR1295A" "miRNA"
"4050" "ENSG00000094963" "FMO2" "protein_coding"
"4052" "ENSG00000010932" "FMO1" "protein_coding"
"4055" "ENSG00000076258" "FMO4" "protein_coding"
